,éûçèï 
0,inf
3,inf
4,inf
7,inf
8,inf
9,inf
11,inf
12,inf
15,inf
16,inf
18,inf
19,inf
20,inf
21,inf
23,inf
24,inf
26,inf
28,87.92
29,inf
30,inf
32,inf
33,inf
34,inf
37,inf
38,inf
39,inf
40,inf
41,inf
42,84.81
44,inf
45,inf
47,inf
48,inf
50,inf
51,inf
52,inf
53,inf
54,inf
55,inf
56,inf
57,86.03
58,inf
59,inf
61,inf
63,inf
64,inf
65,inf
66,inf
70,inf
72,93.68
75,inf
77,inf
79,inf
80,inf
81,inf
83,inf
86,inf
89,inf
90,inf
91,inf
92,inf
94,inf
95,inf
97,inf
99,inf
100,inf
101,inf
103,inf
104,inf
105,inf
107,inf
108,inf
110,2.32
111,38.51
112,28.74
113,inf
116,inf
117,inf
118,inf
119,inf
122,inf
123,inf
124,inf
126,inf
127,inf
128,9.56
129,14.13
131,4.55
132,7.39
133,7.53
134,inf
137,inf
138,inf
141,inf
142,inf
143,86.25
144,inf
145,inf
147,inf
151,inf
152,18.79
153,41.01
155,50.21
156,inf
158,inf
159,72.76
160,inf
161,inf
162,inf
163,inf
164,inf
166,inf
167,inf
169,inf
170,inf
173,78.28
174,inf
175,inf
176,14.13
177,inf
178,inf
179,inf
180,inf
181,inf
184,inf
185,inf
189,inf
191,inf
192,inf
197,inf
198,inf
199,inf
200,5.11
201,9.11
202,25.22
208,30.27
211,inf
213,inf
214,inf
219,inf
222,inf
224,inf
227,inf
228,inf
229,inf
232,inf
233,inf
234,inf
235,inf
236,inf
239,inf
240,inf
241,inf
242,inf
243,inf
244,inf
246,inf
248,inf
249,inf
252,57.85
253,inf
254,inf
256,inf
257,inf
259,inf
260,inf
261,inf
263,inf
264,inf
265,inf
266,83.64
267,inf
269,inf
271,inf
272,57.17
274,inf
275,inf
278,inf
279,inf
280,inf
281,inf
282,inf
283,inf
285,90.21
286,inf
287,inf
291,inf
292,inf
293,inf
294,inf
295,inf
296,inf
299,inf
300,56.96
301,inf
302,inf
303,inf
304,inf
305,inf
306,inf
307,inf
309,inf
310,inf
312,inf
313,inf
315,inf
316,inf
317,inf
318,inf
319,inf
320,inf
321,inf
322,inf
323,inf
324,inf
325,inf
327,inf
329,inf
331,inf
332,inf
336,inf
337,inf
338,inf
339,inf
341,inf
342,inf
343,40.53
344,24.76
345,4.91
346,14.48
347,44.37
348,47.57
349,inf
350,inf
351,inf
352,14.44
354,inf
355,inf
356,inf
358,inf
359,inf
360,inf
361,inf
363,89.41
367,inf
369,34.78
370,52.47
371,inf
372,inf
373,inf
374,66.21
375,inf
376,inf
378,inf
379,inf
380,inf
381,inf
382,inf
383,inf
384,inf
385,inf
386,inf
387,inf
388,93.73
390,inf
392,inf
393,inf
394,inf
395,inf
397,inf
398,inf
399,inf
400,inf
401,inf
402,inf
403,82.6
404,inf
407,inf
408,inf
409,inf
410,inf
411,inf
412,inf
413,inf
414,inf
416,inf
418,43.92
419,inf
420,inf
421,inf
423,inf
424,inf
428,inf
430,inf
432,inf
433,82.87
434,inf
435,inf
436,inf
437,inf
439,inf
441,inf
442,inf
443,inf
445,inf
446,inf
447,47.53
448,inf
449,inf
450,inf
452,inf
453,inf
454,inf
455,inf
457,inf
458,inf
460,inf
461,77.49
462,inf
464,inf
466,inf
468,inf
469,inf
471,inf
473,inf
476,86.89
477,inf
479,inf
480,inf
484,inf
485,inf
488,inf
489,inf
491,inf
492,inf
495,inf
496,inf
497,inf
500,inf
501,inf
503,inf
504,inf
506,inf
507,inf
508,inf
510,inf
511,inf
512,inf
513,inf
514,inf
515,inf
516,inf
520,inf
521,inf
522,inf
523,inf
525,inf
526,inf
531,inf
532,inf
533,inf
537,61.05
538,inf
540,inf
541,inf
542,inf
543,inf
545,77.76
547,inf
548,inf
549,inf
550,inf
551,inf
553,inf
556,inf
557,inf
558,inf
559,77.71
560,inf
561,inf
562,inf
563,inf
564,inf
567,inf
568,inf
569,inf
571,inf
572,inf
573,inf
575,75.4
576,inf
577,inf
578,inf
580,inf
581,inf
582,inf
583,inf
584,inf
585,inf
589,67.78
592,inf
593,inf
594,inf
595,inf
597,inf
598,inf
599,inf
600,inf
601,inf
602,inf
603,inf
604,76.64
605,inf
608,8.56
609,16.12
610,31.28
611,inf
612,inf
613,inf
615,inf
617,inf
620,inf
622,78.08
623,inf
624,inf
625,inf
626,inf
628,inf
630,inf
632,10.96
633,inf
634,34.26
635,inf
636,inf
637,inf
638,inf
639,inf
640,inf
641,inf
643,inf
644,inf
648,79.36
649,inf
650,inf
656,inf
657,inf
658,inf
660,inf
661,inf
662,inf
663,70.79
664,inf
665,inf
666,inf
667,inf
668,inf
671,inf
672,inf
673,inf
675,inf
676,inf
677,inf
678,90.91
679,inf
680,inf
681,inf
684,inf
685,inf
686,inf
687,inf
688,inf
689,inf
690,inf
691,inf
692,inf
693,70.98
694,inf
695,inf
696,inf
697,inf
698,inf
699,inf
700,inf
701,inf
703,inf
706,inf
707,59.0
709,inf
711,inf
712,inf
713,inf
715,inf
716,inf
717,inf
718,inf
719,inf
720,inf
721,inf
723,inf
724,inf
725,inf
726,inf
728,inf
731,inf
732,inf
733,inf
734,inf
735,inf
736,inf
737,81.83
740,inf
741,inf
742,inf
744,inf
745,inf
746,inf
747,inf
748,inf
749,inf
750,inf
751,inf
752,74.06
753,inf
755,inf
756,inf
757,inf
758,inf
759,inf
760,inf
761,inf
762,inf
764,inf
765,inf
767,78.92
770,inf
771,inf
772,inf
774,inf
775,inf
777,inf
779,inf
780,inf
782,68.22
783,inf
785,inf
787,inf
788,inf
790,inf
792,inf
793,inf
794,inf
797,inf
798,inf
799,inf
800,inf
803,inf
804,inf
807,inf
808,inf
810,inf
812,86.78
814,inf
815,inf
816,inf
817,inf
818,inf
821,inf
823,inf
824,inf
825,inf
827,82.52
828,inf
829,inf
830,inf
834,inf
835,inf
838,inf
839,inf
840,inf
841,inf
842,93.04
843,inf
845,inf
846,inf
847,inf
848,inf
849,inf
850,inf
851,inf
852,inf
853,inf
854,inf
856,72.73
857,inf
858,inf
860,inf
861,inf
862,inf
864,inf
865,inf
868,inf
870,inf
871,88.1
872,inf
873,inf
875,inf
878,inf
879,inf
881,inf
882,inf
883,inf
885,92.02
886,inf
889,inf
890,inf
891,inf
893,inf
894,inf
896,inf
897,inf
898,inf
900,56.23
901,inf
903,inf
905,inf
907,inf
908,inf
909,inf
910,inf
913,inf
914,inf
915,91.57
917,inf
918,inf
920,inf
921,inf
922,inf
924,inf
925,inf
927,inf
928,inf
929,inf
930,inf
931,81.3
932,inf
934,inf
935,inf
939,inf
940,inf
941,inf
944,inf
945,68.52
946,inf
947,inf
948,inf
949,inf
950,inf
951,inf
952,inf
954,inf
955,inf
956,inf
957,inf
958,inf
960,72.57
961,inf
962,inf
963,inf
965,inf
966,inf
967,inf
969,inf
970,inf
971,inf
972,inf
974,77.41
975,inf
976,inf
978,inf
980,inf
982,inf
983,inf
984,inf
987,inf
988,inf
989,82.14
990,inf
994,inf
996,inf
997,inf
999,inf
1000,inf
1001,inf
1002,inf
1003,88.9
1005,inf
1006,inf
1007,inf
1009,inf
1011,inf
1012,inf
1014,inf
1015,inf
1017,inf
1018,78.92
1019,inf
1020,inf
1021,inf
1022,inf
1023,inf
1024,inf
1025,inf
1026,inf
1027,inf
1031,inf
1032,89.39
1033,inf
1034,inf
1036,inf
1038,inf
1039,inf
1040,inf
1043,inf
1044,inf
1046,inf
1048,inf
1050,inf
1051,inf
1052,inf
1053,inf
1054,inf
1055,inf
1056,inf
1057,inf
1059,inf
1062,90.61
1063,inf
1064,inf
1066,inf
1067,inf
1068,inf
1069,inf
1070,inf
1071,inf
1072,inf
1073,inf
1075,inf
1076,inf
1077,88.89
1078,inf
1079,inf
1080,inf
1081,inf
1085,inf
1088,inf
1091,inf
1097,inf
1098,inf
1099,inf
1100,inf
1101,inf
1102,inf
1104,inf
1105,inf
1107,inf
1108,73.56
1112,inf
1113,inf
1114,inf
1115,inf
1116,inf
1117,inf
1118,inf
1119,inf
1120,inf
1121,inf
1122,67.42
1123,inf
1126,inf
1128,inf
1129,inf
1131,inf
1133,inf
1134,inf
1135,inf
1136,inf
1137,52.98
1138,inf
1139,inf
1141,inf
1142,inf
1143,inf
1144,inf
1145,inf
1146,inf
1147,inf
1149,inf
1151,88.94
1152,inf
1153,inf
1154,inf
1156,inf
1159,inf
1160,inf
1162,inf
1164,inf
1165,inf
1166,82.77
1168,inf
1169,inf
1173,inf
1174,inf
1175,inf
1176,inf
1177,inf
1179,inf
1182,inf
1185,inf
1186,inf
1187,inf
1188,inf
1189,inf
1190,inf
1191,inf
1193,inf
1195,88.88
1196,inf
1197,inf
1199,inf
1200,inf
1201,inf
1202,inf
1205,inf
1206,inf
1209,inf
1210,58.13
1212,inf
1214,inf
1215,inf
1216,inf
1217,inf
1219,inf
1220,inf
1221,inf
1224,inf
1225,85.61
1227,inf
1228,inf
1229,inf
1230,inf
1231,inf
1232,inf
1233,inf
1234,inf
1236,inf
1237,inf
1238,inf
1240,76.56
1241,inf
1245,inf
1248,inf
1249,inf
1250,inf
1252,inf
1253,inf
1254,inf
1255,81.66
1257,inf
1258,inf
1259,inf
1260,inf
1261,inf
1263,inf
1264,inf
1265,inf
1266,inf
1267,inf
1269,inf
1271,inf
1272,inf
1274,inf
1278,inf
1280,inf
1281,inf
1282,inf
1283,inf
1284,inf
1285,50.62
1286,inf
1287,inf
1288,inf
1289,inf
1290,inf
1291,inf
1293,inf
1294,inf
1297,inf
1298,inf
1299,87.54
1300,inf
1301,inf
1302,inf
1303,inf
1304,inf
1305,inf
1306,inf
1307,inf
1309,inf
1311,inf
1313,inf
1314,73.54
1315,inf
1317,inf
1318,inf
1319,inf
1321,inf
1322,inf
1323,inf
1325,inf
1326,inf
1328,inf
1329,63.2
1330,inf
1331,inf
1332,inf
1333,inf
1334,inf
1335,inf
1336,inf
1338,inf
1339,inf
1340,inf
1342,inf
1343,79.7
1344,inf
1345,inf
1347,inf
1348,inf
1349,inf
1351,inf
1352,inf
1353,inf
1354,inf
1355,inf
1356,inf
1357,inf
1358,74.21
1359,inf
1360,inf
1361,inf
1365,inf
1366,inf
1367,inf
1370,inf
1371,inf
1372,87.34
1373,inf
1374,inf
1376,inf
1378,inf
1379,inf
1380,inf
1382,inf
1383,inf
1384,inf
1386,inf
1387,86.39
1389,inf
1391,inf
1394,inf
1395,inf
1396,inf
1398,inf
1399,inf
1400,inf
1402,72.58
1411,inf
1412,inf
1413,inf
1414,inf
1415,inf
1416,inf
1417,86.08
1418,inf
1419,inf
1421,inf
1422,inf
1424,inf
1425,inf
1426,inf
1427,inf
1428,inf
1429,inf
1430,inf
1432,67.77
1433,inf
1434,inf
1435,inf
1436,inf
1439,inf
1440,inf
1441,inf
1442,inf
1443,inf
1444,inf
1445,inf
1446,inf
1447,69.56
1448,inf
1449,inf
1452,inf
1454,inf
1455,inf
1456,inf
1457,inf
1459,inf
1460,inf
1461,inf
1462,86.86
1463,inf
1464,inf
1466,inf
1468,inf
1469,inf
1470,inf
1472,inf
1474,inf
1476,56.08
1477,inf
1479,inf
1480,inf
1481,inf
1483,inf
1484,inf
1485,inf
1486,inf
1488,inf
1490,inf
1493,inf
1495,inf
1496,inf
1498,inf
1499,inf
1501,inf
1502,inf
1503,inf
1506,79.17
1507,inf
1509,inf
1510,inf
1512,inf
1514,inf
1515,inf
1516,inf
1517,inf
1518,inf
1519,inf
1520,inf
1521,63.35
1522,inf
1524,inf
1525,60.61
1528,inf
1530,inf
1531,inf
1533,inf
1534,inf
1535,inf
1536,inf
1537,inf
1538,inf
1539,inf
1542,83.32
1543,inf
1544,inf
1547,inf
1551,inf
1552,inf
1553,inf
1554,inf
1556,inf
