,電力消費量,日平均入力比,日最大入力比,日最小入力比,日空調時間数,日全負荷運転時間数,日平均設定温度,日最大設定温度,日最小設定温度,日平均室内温度,日最大室内温度,日最小室内温度,年,月,日,曜日,曜日_月,曜日_火,曜日_水,曜日_木,曜日_金,曜日_土,曜日_日,降水量(mm),日照時間(時間),日射量(MJ/㎡),風速(m/s),相対湿度(％),平均外気温度,最高外気温度,最低外気温度
2021-06-01,42.0,0.11124999999999997,0.25,0.0,23,0,25.729166666666668,27.0,20.0,29.381250000000005,61.0,21.3,2021,6,1,1,0,1,0,0,0,0,0,5.0,9.0,25.870000000000005,1.1500000000000001,74.91666666666667,21.254166666666666,25.4,16.6
2021-06-02,26.0,0.06625000000000002,0.13,0.0,23,0,25.375,27.0,20.0,30.07847222222223,61.0,23.2,2021,6,2,2,0,0,1,0,0,0,0,0.0,2.5,15.240000000000002,1.1083333333333332,70.41666666666667,22.97083333333333,27.1,20.3
2021-06-03,34.0,0.08791666666666666,0.19,0.06,24,0,25.958333333333332,27.0,23.0,30.193055555555556,62.0,22.7,2021,6,3,3,0,0,0,1,0,0,0,0.5,6.3999999999999995,23.230000000000004,0.9791666666666665,71.79166666666667,22.925000000000008,26.0,20.2
2021-06-04,45.0,0.11874999999999997,0.38,0.0,23,0,25.333333333333332,27.0,23.0,32.0701388888889,84.0,22.4,2021,6,4,4,0,0,0,0,1,0,0,15.5,0.0,2.7499999999999996,1.8875000000000002,96.75,21.475000000000005,24.1,20.0
2021-06-05,39.0,0.10208333333333332,0.19,0.06,24,0,25.03125,26.0,23.0,31.18263888888889,70.0,21.3,2021,6,5,5,0,0,0,0,0,1,0,0.0,1.0,18.39,0.5208333333333334,78.29166666666667,22.733333333333334,25.1,20.9
2021-06-06,34.0,0.08875,0.19,0.06,24,0,25.0,26.0,23.0,31.438888888888886,73.0,21.4,2021,6,6,6,0,0,0,0,0,0,1,0.5,0.6,9.1,0.5708333333333333,82.375,22.725000000000005,24.7,21.5
2021-06-07,43.0,0.11291666666666665,0.19,0.0,23,0,24.979166666666668,26.0,23.0,30.533333333333328,65.0,22.9,2021,6,7,0,1,0,0,0,0,0,0,0.0,4.4,15.889999999999999,0.7708333333333331,71.75,24.599999999999994,28.9,21.3
2021-06-08,41.0,0.10666666666666665,0.25,0.06,24,0,25.052083333333332,26.0,23.0,30.222916666666666,59.0,22.5,2021,6,8,1,0,1,0,0,0,0,0,0.5,8.8,22.349999999999998,1.0291666666666668,64.70833333333333,26.587499999999995,33.2,21.6
2021-06-09,51.0,0.1325,0.31,0.06,24,0,25.8125,27.0,25.0,29.432638888888885,57.0,22.8,2021,6,9,2,0,0,1,0,0,0,0,0.0,13.6,28.67,1.2000000000000002,55.583333333333336,26.400000000000002,31.7,21.1
2021-06-10,41.0,0.10708333333333331,0.25,0.06,24,0,26.25,27.0,25.0,29.904166666666665,55.0,21.4,2021,6,10,3,0,0,0,1,0,0,0,0.0,13.799999999999999,28.590000000000003,0.8875000000000001,63.416666666666664,25.987499999999997,30.0,21.5
